repository,number,title,author,createdAt,mergedAt,firstReviewedAt,firstApprovedAt
"microsoft/vscode",209495,"move speech accessibility signals to contribution file","meganrogge","2024-04-03T22:41:32Z","2024-04-03T22:58:55Z","2024-04-03T22:47:19Z","2024-04-03T22:47:19Z"
"microsoft/vscode",209497,"chore: increase compile job timeout","rzhao271","2024-04-03T23:00:48Z","2024-04-03T23:38:22Z","2024-04-03T23:38:21Z","2024-04-03T23:38:21Z"
"microsoft/vscode",209498,"Convert Workspace Cell Edit dto to renderer types","rebornix","2024-04-03T23:42:04Z","2024-04-04T00:18:32Z","2024-04-04T00:16:23Z","2024-04-04T00:16:23Z"
"microsoft/vscode",209499,"cli: add progress for extraction","connor4312","2024-04-03T23:48:35Z","2024-04-04T00:08:49Z","2024-04-04T00:08:48Z","2024-04-04T00:08:48Z"
"microsoft/vscode",209501,"Hide notebook chat actions from f1.","rebornix","2024-04-04T00:07:56Z","2024-04-04T02:35:20Z","2024-04-04T02:35:19Z","2024-04-04T02:35:19Z"
"microsoft/vscode",209510,"Fixed #114425 prevent mime pollution on install","telamon","2024-04-04T03:33:24Z","2024-04-17T20:42:52Z","2024-04-04T19:32:56Z","2024-04-17T19:54:17Z"
"microsoft/vscode",209512,"Expose comments input as text document","mjbvz","2024-04-04T03:43:56Z","2024-04-05T09:20:33Z","2024-04-04T09:27:48Z","2024-04-05T09:05:53Z"
"microsoft/vscode",209513,"Fix injected services becoming public by mistake","mjbvz","2024-04-04T04:37:06Z","2024-04-04T06:06:16Z","2024-04-04T06:06:15Z","2024-04-04T06:06:15Z"
"microsoft/vscode",209516,"Bump @typescript-eslint versions","mjbvz","2024-04-04T06:16:52Z","2024-04-04T17:36:59Z","2024-04-04T06:21:50Z","2024-04-04T17:36:58Z"
"microsoft/vscode",209524,"Add descriptions for commands #209511","benibenj","2024-04-04T09:27:03Z","2024-04-04T10:03:15Z","2024-04-04T10:03:14Z","2024-04-04T10:03:14Z"
"microsoft/vscode",209526,"fix https://github.com/microsoft/vscode/issues/209441","jrieken","2024-04-04T10:06:04Z","2024-04-04T10:22:06Z","2024-04-04T10:08:55Z","2024-04-04T10:08:55Z"
"microsoft/vscode",209527,"Count replies, not comments","alexr00","2024-04-04T10:08:27Z","2024-04-04T10:29:21Z","2024-04-04T10:29:09Z","2024-04-04T10:29:09Z"
"microsoft/vscode",209528,"Add color item for sidebar title background","benibenj","2024-04-04T10:09:35Z","2024-04-04T10:28:52Z","2024-04-04T10:28:51Z","2024-04-04T10:28:51Z"
"microsoft/vscode",209529,"Add support for `ChatResponseTextEditPart`","jrieken","2024-04-04T10:11:21Z","2024-04-04T13:39:40Z","2024-04-04T13:39:39Z","2024-04-04T13:39:39Z"
"microsoft/vscode",209532,"Fix tab indicator size when tab action left and tab sizing fixed/shrink","benibenj","2024-04-04T10:37:29Z","2024-04-04T10:53:36Z","2024-04-04T10:40:47Z","2024-04-04T10:40:47Z"
"microsoft/vscode",209542,"Fix git merge editor for renames","alexr00","2024-04-04T13:31:03Z","2024-04-08T21:34:48Z","2024-04-04T14:17:14Z","2024-04-04T14:17:14Z"
"microsoft/vscode",209544,"fix accessibility signal resource scope","meganrogge","2024-04-04T14:11:47Z","2024-04-04T14:29:03Z","2024-04-04T14:16:44Z","2024-04-04T14:16:44Z"
"microsoft/vscode",209546,"accessibility contrib/config renaming, cleanup","meganrogge","2024-04-04T14:42:12Z","2024-04-04T15:38:58Z","2024-04-04T15:38:57Z","2024-04-04T15:38:57Z"
"microsoft/vscode",209548,"Add todos for shellIntegration API from API sync","Tyriar","2024-04-04T15:42:48Z","2024-04-04T15:59:33Z","2024-04-04T15:49:19Z","2024-04-04T15:49:19Z"
"microsoft/vscode",209550,"improve command descriptions","meganrogge","2024-04-04T15:51:43Z","2024-04-04T16:10:34Z","2024-04-04T15:52:01Z","2024-04-04T15:57:42Z"
"microsoft/vscode",209553,"fix #207813","sandy081","2024-04-04T16:01:24Z","2024-04-04T16:19:58Z","2024-04-04T16:10:35Z","2024-04-04T16:10:35Z"
"microsoft/vscode",209555,"Add eslint rule for potentially unsafe disposable patterns","mjbvz","2024-04-04T17:06:52Z","2024-04-04T17:34:46Z","2024-04-04T17:32:24Z","2024-04-04T17:32:24Z"
"microsoft/vscode",209556,"Fix frontmatter line map","mjbvz","2024-04-04T17:14:22Z","2024-04-04T17:39:21Z","2024-04-04T17:32:42Z","2024-04-04T17:32:42Z"
"microsoft/vscode",209557,"Fix typo from old code","Yoyokrazy","2024-04-04T17:24:29Z","2024-04-04T17:40:33Z","2024-04-04T17:33:01Z","2024-04-04T17:33:01Z"
"microsoft/vscode",209558,"Add command description","mjbvz","2024-04-04T17:25:11Z","2024-04-04T17:45:57Z","2024-04-04T17:33:14Z","2024-04-04T17:33:14Z"
"microsoft/vscode",209559,"testing: remove back compat shims for coverage API","connor4312","2024-04-04T17:29:20Z","2024-04-04T17:46:32Z","2024-04-04T17:33:26Z","2024-04-04T17:33:26Z"
"microsoft/vscode",209563,"chore: update to rust 1.77","connor4312","2024-04-04T18:00:32Z","2024-04-04T18:34:02Z","2024-04-04T18:05:02Z","2024-04-04T18:21:30Z"
"microsoft/vscode",209570,"debug: add some command descriptions","connor4312","2024-04-04T18:40:25Z","2024-04-04T18:56:34Z","2024-04-04T18:45:31Z","2024-04-04T18:45:31Z"
"microsoft/vscode",209574,"Pick up latest md language service","mjbvz","2024-04-04T20:02:28Z","2024-04-04T20:27:26Z","2024-04-04T20:10:08Z","2024-04-04T20:10:08Z"
"microsoft/vscode",209577,"Update borders on template reuse.","rebornix","2024-04-04T21:27:01Z","2024-04-04T21:49:53Z","2024-04-04T21:43:50Z","2024-04-04T21:43:50Z"
"microsoft/vscode",209578,"Clean up chat submit actions","roblourens","2024-04-04T22:21:01Z","2024-04-04T22:38:05Z","2024-04-04T22:32:58Z","2024-04-04T22:32:58Z"
"microsoft/vscode",209579,"Make all remote chat agents sticky","roblourens","2024-04-04T22:26:50Z","2024-04-04T22:45:10Z","2024-04-04T22:33:08Z","2024-04-04T22:33:08Z"
"microsoft/vscode",209583,"fix: add open user settings JSON description","rzhao271","2024-04-04T22:52:42Z","2024-04-04T23:08:50Z","2024-04-04T23:05:56Z","2024-04-04T23:05:56Z"
"microsoft/vscode",209588,"Fix leak","roblourens","2024-04-04T23:49:49Z","2024-04-05T00:52:04Z","2024-04-05T00:52:03Z","2024-04-05T00:52:03Z"
"microsoft/vscode",209590,"debug: bump table visualizer","connor4312","2024-04-05T01:09:55Z","2024-04-05T16:45:50Z","2024-04-05T01:40:51Z","2024-04-05T01:40:51Z"
"microsoft/vscode",209591,"Merge and cleanup drop and paste proposal","mjbvz","2024-04-05T01:33:24Z","2024-04-05T20:03:11Z","2024-04-05T01:41:10Z","2024-04-05T01:41:10Z"
"microsoft/vscode",209592,"Set role on lightbulb widget","mjbvz","2024-04-05T01:42:33Z","2024-04-05T05:07:48Z","2024-04-05T05:07:46Z","2024-04-05T05:07:46Z"
"microsoft/vscode",209604,"Add customizable colors for tree sticky scroll","benibenj","2024-04-05T07:37:14Z","2024-04-05T08:44:57Z","2024-04-05T08:26:23Z","2024-04-05T08:26:23Z"
"microsoft/vscode",209605,"fix: minimap section header display uncompletely on first load:#209603","ScriptBloom","2024-04-05T07:37:15Z","2024-04-10T16:44:25Z","2024-04-10T16:20:40Z","2024-04-10T16:20:40Z"
"microsoft/vscode",209612,"Adding command descriptions for TF-IDF search","aiday-mar","2024-04-05T09:29:51Z","2024-04-05T12:31:56Z","2024-04-05T09:51:51Z","2024-04-05T09:51:51Z"
"microsoft/vscode",209620,"chore: bump 1.88.1","deepak1556","2024-04-05T11:10:40Z","2024-04-05T17:20:27Z","2024-04-05T17:20:26Z","2024-04-05T17:20:26Z"
"microsoft/vscode",209628,"Prepare for inline chat participants","jrieken","2024-04-05T12:26:46Z","2024-04-05T14:27:17Z","2024-04-05T12:32:29Z","2024-04-05T14:14:43Z"
"microsoft/vscode",209630,"Fixing typo in description","aiday-mar","2024-04-05T12:34:46Z","2024-04-05T13:15:51Z","2024-04-05T12:36:13Z","2024-04-05T12:36:13Z"
"microsoft/vscode",209631,"debt - `arrays.ts#tail` can return `undefined`","jrieken","2024-04-05T12:39:51Z","2024-04-05T13:10:46Z","2024-04-05T13:10:44Z","2024-04-05T13:10:44Z"
"microsoft/vscode",209634,"Inline edit - dont display additional new line in replacement","Krzysztof-Cieslak","2024-04-05T12:58:10Z","2024-04-08T15:28:47Z","2024-04-08T13:38:45Z","2024-04-08T13:38:54Z"
"microsoft/vscode",209636,"Bump distro","alexr00","2024-04-05T13:31:48Z","2024-04-05T13:55:58Z","2024-04-05T13:37:30Z","2024-04-05T13:37:30Z"
"microsoft/vscode",209637,"add `StableEditorBottomScrollState` so that inline chat moves lines of interest less","jrieken","2024-04-05T13:46:16Z","2024-04-05T14:02:53Z","2024-04-05T13:52:35Z","2024-04-05T13:52:35Z"
"microsoft/vscode",209643,"Dont warn about transparency on border theme keys","Tyriar","2024-04-05T14:08:39Z","2024-04-08T13:11:00Z","2024-04-08T13:10:59Z","2024-04-08T13:10:59Z"
"microsoft/vscode",209647,"triage-needed should run for all repos","jrieken","2024-04-05T14:23:21Z","2024-04-05T14:40:15Z","2024-04-05T14:28:25Z","2024-04-05T14:28:25Z"
"microsoft/vscode",209660,"Bump h2 from 0.3.24 to 0.3.26 in /cli","dependabot","2024-04-05T16:16:55Z","2024-04-12T22:48:00Z","2024-04-12T22:31:25Z","2024-04-12T22:31:25Z"
"microsoft/vscode",209672,"menus: fix descenders missing from context menu options","connor4312","2024-04-05T17:29:42Z","2024-04-05T18:01:22Z","2024-04-05T18:01:21Z","2024-04-05T18:01:21Z"
"microsoft/vscode",209674,"larger threshold for trackpad variability","amunger","2024-04-05T17:49:01Z","2024-04-05T18:45:07Z","2024-04-05T18:01:56Z","2024-04-05T18:01:56Z"
"microsoft/vscode",209676,"Support local videos in rendered markdown","mjbvz","2024-04-05T17:57:52Z","2024-04-08T15:20:19Z","2024-04-05T18:02:37Z","2024-04-05T18:02:37Z"
"microsoft/vscode",209680,"chore: increase compile job timeout (#209497)","rzhao271","2024-04-05T19:09:34Z","2024-04-05T19:53:14Z","2024-04-05T19:53:13Z","2024-04-05T19:53:13Z"
"microsoft/vscode",209681,"Show custom label in quick open","jswillard","2024-04-05T19:12:14Z","2024-04-17T15:47:40Z","2024-04-07T12:28:37Z","2024-04-15T12:13:46Z"
"microsoft/vscode",209685,"Add support for markdown image/video path hovers","mjbvz","2024-04-05T20:04:52Z","2024-04-05T20:29:31Z","2024-04-05T20:18:31Z","2024-04-05T20:18:31Z"
"microsoft/vscode",209686,"Simplify more terminal unit/integration tests and fix some leaks","Tyriar","2024-04-05T20:24:44Z","2024-04-05T22:47:15Z","2024-04-05T22:47:14Z","2024-04-05T22:47:14Z"
"microsoft/vscode",209687,"debug: reattach listeners when existing session is reattached","connor4312","2024-04-05T20:48:17Z","2024-04-05T21:09:33Z","2024-04-05T21:09:32Z","2024-04-05T21:09:32Z"
"microsoft/vscode",209691,"cli: allow command shell to listen on a specified host","connor4312","2024-04-05T22:49:14Z","2024-04-05T23:19:25Z","2024-04-05T23:19:24Z","2024-04-05T23:19:24Z"
"microsoft/vscode",209692,"Enable links to locations within comment editors","mjbvz","2024-04-05T23:04:22Z","2024-04-05T23:21:51Z","2024-04-05T23:21:49Z","2024-04-05T23:21:49Z"
"microsoft/vscode",209694,"Revert ""debug: pass environment via terminal API instead of command (…","connor4312","2024-04-05T23:32:14Z","2024-04-08T22:06:00Z","2024-04-08T21:49:19Z","2024-04-08T21:49:19Z"
"microsoft/vscode",209700,"Kill ""interactive session provider"" DEAD","roblourens","2024-04-06T01:33:31Z","2024-04-08T04:06:43Z","2024-04-07T17:33:02Z","2024-04-08T03:43:23Z"
"microsoft/vscode",209702,"Clean up terminal tests follow up","Tyriar","2024-04-06T02:05:41Z","2024-04-06T02:56:35Z","2024-04-06T02:56:34Z","2024-04-06T02:56:34Z"
"microsoft/vscode",209703,"fix: serialization of newline characters","Ditoo29","2024-04-06T02:27:50Z","2024-04-07T00:04:13Z","2024-04-06T09:32:30Z","2024-04-06T09:32:30Z"
"microsoft/vscode",209709,"Simplify terminal tests, ensure no leaks and workbenchInstantiationService everywhere","Tyriar","2024-04-06T09:23:00Z","2024-04-08T13:14:31Z","2024-04-08T13:14:30Z","2024-04-08T13:14:30Z"
"microsoft/vscode",209711,"Fix #201247 (Integrated Terminal does not set the environment variables from default profile)","r-sargento","2024-04-06T11:07:41Z","2024-04-08T17:36:17Z","2024-04-08T15:21:16Z","2024-04-08T15:21:16Z"
"microsoft/vscode",209739,"Fix ""at"" and ""slash"" words with voice chat","roblourens","2024-04-07T01:14:38Z","2024-04-07T17:33:45Z","2024-04-07T17:33:44Z","2024-04-07T17:33:44Z"
"microsoft/vscode",209740,"Update import/export command names","roblourens","2024-04-07T01:19:51Z","2024-04-07T17:34:07Z","2024-04-07T17:33:50Z","2024-04-07T17:33:50Z"
"microsoft/vscode",209763,"Fixes #199773","hediet","2024-04-07T12:34:33Z","2024-04-07T17:34:31Z","2024-04-07T17:34:03Z","2024-04-07T17:34:03Z"
"microsoft/vscode",209778,"Multi File Diff Editor: reveals marks item as active","hediet","2024-04-07T19:21:50Z","2024-04-08T10:26:31Z","2024-04-07T20:12:40Z","2024-04-08T10:20:12Z"
"microsoft/vscode",209779,"code cleanup","hediet","2024-04-07T19:23:16Z","2024-04-07T20:12:59Z","2024-04-07T20:12:58Z","2024-04-07T20:12:58Z"
"microsoft/vscode",209788,"Fix css rule for codeblock margin","roblourens","2024-04-08T00:18:42Z","2024-04-08T03:43:37Z","2024-04-08T03:43:36Z","2024-04-08T03:43:36Z"
"microsoft/vscode",209813,"Aux windows: fails to restore size in multi-monitor setups with different resolutions (fix #208542)","bpasero","2024-04-08T09:54:48Z","2024-04-08T15:17:08Z","2024-04-08T15:14:29Z","2024-04-08T15:14:29Z"
"microsoft/vscode",209818,"chore: update to electron 29","deepak1556","2024-04-08T10:26:16Z","2024-05-10T16:20:28Z","2024-05-10T13:05:01Z","2024-05-10T14:30:58Z"
"microsoft/vscode",209819,"Git - only add `--ignore-case` if it is a supported flag","lszomoru","2024-04-08T10:30:41Z","2024-04-08T10:47:19Z","2024-04-08T10:33:31Z","2024-04-08T10:33:31Z"
"microsoft/vscode",209821,"Renames IObservableValue to IValueWithChangeEvent to avoid confusion with observables.","hediet","2024-04-08T10:32:07Z","2024-04-08T12:39:40Z","2024-04-08T10:36:38Z","2024-04-08T12:39:39Z"
"microsoft/vscode",209824,"Fixes #202019","hediet","2024-04-08T10:37:57Z","2024-04-08T10:54:25Z","2024-04-08T10:44:13Z","2024-04-08T10:44:13Z"
"microsoft/vscode",209826,"Support for `attempt` and `enableCommandDetection` in chat model/service","jrieken","2024-04-08T10:52:14Z","2024-04-08T12:08:22Z","2024-04-08T12:08:21Z","2024-04-08T12:08:21Z"
"microsoft/vscode",209832,"add an implict variable that is the inline chat selection and whole range","jrieken","2024-04-08T13:08:57Z","2024-04-08T13:32:40Z","2024-04-08T13:32:39Z","2024-04-08T13:32:39Z"
"microsoft/vscode",209833,"Multi file diff editor code cleanup","hediet","2024-04-08T13:11:54Z","2024-04-08T13:29:16Z","2024-04-08T13:14:20Z","2024-04-08T13:14:20Z"
"microsoft/vscode",209834,"add missing when-condition","jrieken","2024-04-08T13:12:25Z","2024-04-08T13:31:42Z","2024-04-08T13:31:40Z","2024-04-08T13:31:40Z"
"microsoft/vscode",209835,"Improves observable debugging","hediet","2024-04-08T13:13:15Z","2024-04-08T13:31:56Z","2024-04-08T13:31:55Z","2024-04-08T13:31:55Z"
"microsoft/vscode",209836,"Adds test for `autorunHandleChanges`","hediet","2024-04-08T13:16:54Z","2024-04-08T13:35:51Z","2024-04-08T13:32:07Z","2024-04-08T13:32:07Z"
"microsoft/vscode",209837,"Enable rescaleOverlappingGlyphs on insiders","Tyriar","2024-04-08T13:30:25Z","2024-04-08T13:47:25Z","2024-04-08T13:39:12Z","2024-04-08T13:39:12Z"
"microsoft/vscode",209838,"Improves multi file diff editor label","hediet","2024-04-08T13:50:38Z","2024-04-08T14:07:05Z","2024-04-08T13:58:31Z","2024-04-08T13:58:31Z"
"microsoft/vscode",209841,"Enable experimentalInlineChat by default","Tyriar","2024-04-08T14:18:17Z","2024-04-08T14:45:47Z","2024-04-08T14:45:46Z","2024-04-08T14:45:46Z"
"microsoft/vscode",209847,"Support query/isPartialQuery in terminal start chat","Tyriar","2024-04-08T14:57:56Z","2024-04-08T15:36:14Z","2024-04-08T15:28:51Z","2024-04-08T15:28:51Z"
"microsoft/vscode",209850,"Pick up TS 5.4.4","mjbvz","2024-04-08T15:07:48Z","2024-04-08T15:33:31Z","2024-04-08T15:28:59Z","2024-04-08T15:28:59Z"
"microsoft/vscode",209851,"Pick up TS 5.4.4","mjbvz","2024-04-08T15:09:06Z","2024-04-08T22:05:42Z","2024-04-08T21:43:22Z","2024-04-08T21:43:22Z"
"microsoft/vscode",209853,"aux window - do not offset if bounds are provided","bpasero","2024-04-08T15:18:25Z","2024-04-08T15:40:36Z","2024-04-08T15:23:14Z","2024-04-08T15:23:14Z"
"microsoft/vscode",209854,"web - set `standalone` as fallback still","bpasero","2024-04-08T15:23:33Z","2024-04-08T15:48:53Z","2024-04-08T15:30:51Z","2024-04-08T15:30:51Z"
"microsoft/vscode",209856,":up: distro","bpasero","2024-04-08T15:32:20Z","2024-04-08T16:03:15Z","2024-04-08T15:34:35Z","2024-04-08T15:34:35Z"
"microsoft/vscode",209857,"Bump postcss from 7.0.39 to 8.4.38","dependabot","2024-04-08T15:34:22Z","2024-05-28T08:31:17Z","2024-05-28T08:31:16Z","2024-05-28T08:31:16Z"
"microsoft/vscode",209866,"Fix commenting ranges and opening comments","alexr00","2024-04-08T16:13:55Z","2024-04-08T16:38:39Z","2024-04-08T16:24:00Z","2024-04-08T16:24:00Z"
"microsoft/vscode",209869,"Allow negative indices","benibenj","2024-04-08T16:50:04Z","2024-04-08T17:06:10Z","2024-04-08T16:53:43Z","2024-04-08T16:53:43Z"
"microsoft/vscode",209872,"Fix incorrect typings in `OpenJsDocLinkCommand_Args`","pisv","2024-04-08T17:30:30Z","2024-04-08T20:09:49Z","2024-04-08T20:05:49Z","2024-04-08T20:05:49Z"
"microsoft/vscode",209873,"Add open and close double quotes to terminal word separators","Tyriar","2024-04-08T17:32:38Z","2024-04-08T17:50:51Z","2024-04-08T17:49:41Z","2024-04-08T17:49:41Z"
"microsoft/vscode",209875,"Simplify tests added in #209711","Tyriar","2024-04-08T17:42:30Z","2024-04-08T18:44:15Z","2024-04-08T18:44:13Z","2024-04-08T18:44:13Z"
"microsoft/vscode",209878,"Add descriptions to getting-started commands","bhavyaus","2024-04-08T18:17:24Z","2024-04-08T18:44:48Z","2024-04-08T18:44:36Z","2024-04-08T18:44:36Z"
"microsoft/vscode",209881,"Pick up latest TS for building VSCode","mjbvz","2024-04-08T18:33:17Z","2024-04-08T18:57:34Z","2024-04-08T18:40:53Z","2024-04-08T18:40:53Z"
"microsoft/vscode",209882,"Only set new activeEntry if entry is not filtered out","Yoyokrazy","2024-04-08T18:41:08Z","2024-04-08T19:27:07Z","2024-04-08T19:15:19Z","2024-04-08T19:15:19Z"
"microsoft/vscode",209883,"testing: add data for test failures","connor4312","2024-04-08T19:05:47Z","2024-04-16T17:14:00Z","2024-04-08T19:14:59Z","2024-04-16T16:59:54Z"
"microsoft/vscode",209886,"Fix notebook outline filters breaking outline view entirely","Yoyokrazy","2024-04-08T19:31:24Z","2024-04-08T21:55:54Z","2024-04-08T21:41:52Z","2024-04-08T21:41:52Z"
"microsoft/vscode",209887,"Set terminal input when running a command","Tyriar","2024-04-08T19:54:55Z","2024-04-08T20:14:37Z","2024-04-08T19:56:56Z","2024-04-08T19:56:56Z"
"microsoft/vscode",209893,"Add noDebug for selectAndStartDebugging command","WardenGnaw","2024-04-08T21:23:57Z","2024-04-12T19:51:06Z","2024-04-09T03:46:49Z","2024-04-12T02:38:38Z"
"microsoft/vscode",209897,"Refactor `level 7` outline entries to use const enum for readability","Yoyokrazy","2024-04-08T22:03:08Z","2024-04-08T23:16:26Z","2024-04-08T23:16:10Z","2024-04-08T23:16:10Z"
"microsoft/vscode",209898,"Limit chat history to messages with the current participant","roblourens","2024-04-08T22:13:11Z","2024-04-09T15:56:52Z","2024-04-08T23:17:45Z","2024-04-09T15:56:51Z"
"microsoft/vscode",209899,"Fixes diff editor missing border bug.","hediet","2024-04-08T22:42:05Z","2024-04-08T23:12:32Z","2024-04-08T23:12:31Z","2024-04-08T23:12:31Z"
"microsoft/vscode",209900,"Fixes #209251 in recovery release.","hediet","2024-04-08T22:46:33Z","2024-04-09T09:02:10Z","2024-04-09T09:02:04Z","2024-04-09T09:02:04Z"
"microsoft/vscode",209913,"aux window - try to preserve maximised state","bpasero","2024-04-09T06:07:33Z","2024-04-09T07:10:51Z","2024-04-09T07:08:21Z","2024-04-09T07:08:21Z"
"microsoft/vscode",209924,"SCM - fix resource icon margin","lszomoru","2024-04-09T07:51:19Z","2024-04-09T08:07:24Z","2024-04-09T07:57:32Z","2024-04-09T07:57:32Z"
"microsoft/vscode",209928,"Create a test to reindent the code on traversing the repository","aiday-mar","2024-04-09T09:31:12Z","2024-04-12T13:38:04Z","2024-04-12T13:38:03Z","2024-04-12T13:38:03Z"
"microsoft/vscode",209929,"fix #209311","sandy081","2024-04-09T09:34:11Z","2024-04-09T09:51:24Z","2024-04-09T09:48:13Z","2024-04-09T09:48:13Z"
"microsoft/vscode",209930,"add `IChatModel#initialLocation`","jrieken","2024-04-09T09:46:26Z","2024-04-09T10:02:29Z","2024-04-09T09:58:53Z","2024-04-09T09:58:53Z"
"microsoft/vscode",209932,"Update grammars","alexr00","2024-04-09T10:03:55Z","2024-04-09T10:20:39Z","2024-04-09T10:06:59Z","2024-04-09T10:06:59Z"
"microsoft/vscode",209933,"update distro","isidorn","2024-04-09T10:11:33Z","2024-04-09T11:08:12Z","2024-04-09T11:08:11Z","2024-04-09T11:08:11Z"
"microsoft/vscode",209940,"Doc TerminalShellExecutionEndEvent.exitCode","Tyriar","2024-04-09T11:36:20Z","2024-04-09T12:26:16Z","2024-04-09T12:26:14Z","2024-04-09T12:26:14Z"
"microsoft/vscode",209942,"Git - add dedicated commands to view changes","lszomoru","2024-04-09T11:59:36Z","2024-04-09T12:33:13Z","2024-04-09T12:33:12Z","2024-04-09T12:33:12Z"
"microsoft/vscode",209946,"Add command line confidence to shellIntegration API","Tyriar","2024-04-09T12:27:27Z","2024-04-09T15:25:16Z","2024-04-09T14:54:48Z","2024-04-09T15:25:14Z"
"microsoft/vscode",209947,"use `provideSampleQuestions` to show initial input of inline chat session","jrieken","2024-04-09T12:36:07Z","2024-04-09T14:01:35Z","2024-04-09T12:41:52Z","2024-04-09T13:24:21Z"
"microsoft/vscode",209950,"Add command descriptions","lramos15","2024-04-09T13:30:50Z","2024-04-09T13:47:13Z","2024-04-09T13:33:09Z","2024-04-09T13:33:09Z"
"microsoft/vscode",209955,"CompareCodeBlock improvements","jrieken","2024-04-09T14:52:11Z","2024-04-09T15:12:29Z","2024-04-09T14:57:31Z","2024-04-09T14:57:31Z"
"microsoft/vscode",209958,"Rename shellIntegration API readData -> read","Tyriar","2024-04-09T15:25:46Z","2024-04-09T15:45:55Z","2024-04-09T15:30:24Z","2024-04-09T15:30:24Z"
"microsoft/vscode",209959,"SCM - clean-up actions","lszomoru","2024-04-09T15:37:48Z","2024-04-09T15:54:26Z","2024-04-09T15:45:41Z","2024-04-09T15:45:41Z"
"microsoft/vscode",209960,"Polish shellIntegration API docs","Tyriar","2024-04-09T15:41:22Z","2024-04-09T16:27:26Z","2024-04-09T16:27:24Z","2024-04-09T16:27:24Z"
"microsoft/vscode",209961,"Invalid context menu entries in PR comments box","alexr00","2024-04-09T15:43:03Z","2024-04-11T13:24:49Z","2024-04-10T10:24:13Z","2024-04-11T13:24:48Z"
"microsoft/vscode",209965,"`accessibilityHelpContent` view API proposal ","meganrogge","2024-04-09T16:21:47Z","2024-04-09T22:57:36Z","2024-04-09T16:40:49Z","2024-04-09T22:40:06Z"
"microsoft/vscode",209966,"fix task bug","meganrogge","2024-04-09T16:25:04Z","2024-04-09T16:43:37Z","2024-04-09T16:42:27Z","2024-04-09T16:42:27Z"
"microsoft/vscode",209968,"add publisherDisplayName to IExtensionDescription","sandy081","2024-04-09T16:30:52Z","2024-04-09T16:47:25Z","2024-04-09T16:35:58Z","2024-04-09T16:35:58Z"
"microsoft/vscode",209970,"Fix keybinding configuration and menu service","benibenj","2024-04-09T16:50:44Z","2024-04-09T17:08:23Z","2024-04-09T16:57:34Z","2024-04-09T16:57:34Z"
"microsoft/vscode",209971,"support `AsyncIterator#return` inside AsyncIterableObject and AsyncIterableSource","jrieken","2024-04-09T17:08:12Z","2024-04-09T17:35:16Z","2024-04-09T17:35:15Z","2024-04-09T17:35:15Z"
"microsoft/vscode",209973,"Fix folded section hint run button execution range","Yoyokrazy","2024-04-09T17:55:44Z","2024-04-10T17:03:53Z","2024-04-09T17:59:13Z","2024-04-09T17:59:13Z"
"microsoft/vscode",209975,"Dont persist inline chat sessions","roblourens","2024-04-09T18:08:21Z","2024-04-09T22:29:31Z","2024-04-09T20:49:04Z","2024-04-09T20:49:04Z"
"microsoft/vscode",209977,"add comments accessible view","meganrogge","2024-04-09T18:10:13Z","2024-04-15T14:59:14Z","2024-04-09T18:11:11Z","2024-04-15T13:21:58Z"
"microsoft/vscode",209980,"Adopt go-to-search codicon for quick search","andreamah","2024-04-09T18:22:41Z","2024-04-10T01:53:33Z","2024-04-10T01:53:32Z","2024-04-10T01:53:32Z"
"microsoft/vscode",209983,"Render publisher with dupe chat participant names","roblourens","2024-04-09T18:56:50Z","2024-04-09T22:39:54Z","2024-04-09T19:42:51Z","2024-04-09T22:39:52Z"
"microsoft/vscode",209984,"fix #207712","sandy081","2024-04-09T19:38:35Z","2024-04-10T07:35:03Z","2024-04-09T19:45:25Z","2024-04-09T19:45:25Z"
"microsoft/vscode",209985,"simplify theme configuration with auto detect","aeschli","2024-04-09T19:48:44Z","2024-04-10T08:00:32Z","2024-04-09T22:00:42Z","2024-04-09T22:00:42Z"
"microsoft/vscode",209988,"save in the extension host for non-remote cases as well","amunger","2024-04-09T19:59:56Z","2024-04-09T22:30:30Z","2024-04-09T20:15:07Z","2024-04-09T20:15:07Z"
"microsoft/vscode",209990,"Feat: Bolder Typeface + Configurable Letter Spacing for Minimaps Section Header Labels ✨","pouyakary","2024-04-09T20:21:12Z","2024-05-27T19:42:34Z","2024-05-27T18:37:32Z","2024-05-27T18:37:32Z"
"microsoft/vscode",209993,"Remove experimental flag and move up quick search on quick access list","andreamah","2024-04-09T21:20:21Z","2024-04-10T15:12:09Z","2024-04-09T22:39:34Z","2024-04-09T22:39:34Z"
"microsoft/vscode",209995,"Add `goToSeach`, `percentage`, and `sortPercentage` to codicons","daviddossett","2024-04-09T23:13:32Z","2024-04-09T23:29:20Z","2024-04-09T23:14:45Z","2024-04-09T23:14:45Z"
"microsoft/vscode",209997,"Fix ansiGreen contrast for light and light high contrast themes","daviddossett","2024-04-09T23:56:27Z","2024-04-16T18:49:38Z","2024-04-10T00:05:51Z","2024-04-16T18:35:26Z"
"microsoft/vscode",209999,"Extra action buttons not disabled on AI Search","andreamah","2024-04-10T00:05:13Z","2024-04-10T15:12:21Z","2024-04-10T02:00:59Z","2024-04-10T02:00:59Z"
"microsoft/vscode",210002,"Clean up InteractiveSessionProvider stub","roblourens","2024-04-10T01:50:21Z","2024-04-10T02:24:31Z","2024-04-10T02:24:30Z","2024-04-10T02:24:30Z"
